,0
2142,31.0
2143,31.0
2144,31.0
2145,31.0
2146,31.0
2147,31.0
2148,31.0
2149,31.0
2150,31.0
2151,31.0
2152,31.0
2153,31.0
2154,31.0
2155,31.0
2156,31.0
2157,31.0
2158,31.0
2159,31.0
2160,31.0
2161,31.0
2162,31.0
2163,31.0
2164,31.0
2165,31.0
2166,31.0
2167,31.0
2168,31.0
2169,31.0
2170,31.0
2171,24.0
2172,24.0
2173,24.0
2174,31.0
2175,31.0
2176,31.0
2177,31.0
2178,31.0
2179,31.0
2180,31.0
2181,31.0
2182,31.0
2183,31.0
2184,31.0
2185,31.0
2186,31.0
2187,31.0
2188,31.0
2189,31.0
2190,31.0
2191,31.0
2192,31.0
2193,31.0
2194,31.0
2195,31.0
2196,31.0
2197,31.0
2198,31.0
2199,31.0
2200,31.0
2201,31.0
2202,31.0
2203,31.0
2204,31.0
2205,31.0
2206,31.0
2207,31.0
2208,31.0
2209,31.0
2210,31.0
2211,31.0
2212,31.0
2213,31.0
2214,31.0
2215,31.0
2216,31.0
2217,31.0
2218,31.0
2219,31.0
2220,31.0
2221,31.0
2222,20.0
2223,10.0
2224,10.0
2225,10.0
2226,10.0
2227,10.0
2228,10.0
2229,31.0
2230,31.0
2231,31.0
2232,31.0
2233,31.0
2234,31.0
2235,31.0
2236,31.0
2237,31.0
2238,31.0
2239,24.0
2240,24.0
2241,24.0
2242,11.0
2243,10.0
2244,10.0
2245,10.0
2246,10.0
2247,10.0
2248,10.0
2249,10.0
2250,10.0
2251,10.0
2252,20.0
2253,10.0
2254,10.0
2255,10.0
2256,10.0
2257,10.0
2258,33.0
2259,10.0
2260,10.0
2261,10.0
2262,10.0
2263,10.0
2264,11.0
2265,11.0
2266,10.0
2267,20.0
2268,20.0
2269,20.0
2270,10.0
2271,10.0
2272,10.0
2273,10.0
2274,10.0
2275,10.0
2276,10.0
2277,10.0
2278,10.0
2279,10.0
2280,10.0
2281,10.0
2282,10.0
2283,10.0
2284,10.0
2285,10.0
2286,10.0
2287,10.0
2288,10.0
2289,10.0
2290,10.0
2291,10.0
2292,10.0
2293,10.0
2294,10.0
2295,10.0
2296,10.0
2297,10.0
2298,10.0
2299,10.0
2300,10.0
2301,10.0
2302,10.0
2303,10.0
2304,10.0
2305,10.0
2306,10.0
2307,10.0
2308,10.0
2309,10.0
2310,10.0
2311,10.0
2312,10.0
2313,10.0
2314,10.0
2315,20.0
2316,10.0
2317,10.0
2318,10.0
2319,10.0
2320,10.0
2321,10.0
2322,10.0
2323,11.0
2324,11.0
2325,11.0
2326,11.0
2327,11.0
2328,11.0
2329,11.0
2330,20.0
2331,20.0
2332,10.0
2333,10.0
2334,10.0
2335,10.0
2336,10.0
2337,10.0
2338,10.0
2339,10.0
2340,20.0
2341,20.0
2342,20.0
2343,20.0
2344,20.0
2345,20.0
2346,10.0
2347,10.0
2348,10.0
2349,11.0
2350,10.0
2351,10.0
